动账时间,动帐流水号,动账方向,动账金额,动账账户,动账场景,计费类型,子订单号,订单号,售后编号,下单时间,商品ID,商品名称,达人ID,达人名称,订单类型,订单实付应结,运费实付,实际平台补贴_运费,实际平台补贴,其他平台补贴,以旧换新抵扣,政府补贴平台垫资,实际达人补贴,实际抖音支付补贴,实际抖音月付营销补贴,银行补贴,订单退款,平台服务费,佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,是否免佣,免佣金额,商户主体名称,备注
2026-03-26 08:25:48,'2026032608254619756982225681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6924894263572201063,'6924894263572201063,'SS76203220556401216520176,2026-03-15 23:05:23,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-26 08:52:47,'2026032608524417122760315681,入账,14.85,聚合账户,货款结算入账,小店自卖,'6925023807785827831,'6925023807785827831,'SS76204062933165678230067,2026-03-21 18:50:03,'3766153744996237370,ufo飞碟智能感应回旋飞陀螺发光炫酷遥控飞行陀螺儿童玩具魔术,,,普通订单,11.14,0,0,3.8,0,0,0,0,0,0,0,0,-0.09,0,0,0,0,0,0,是-商品卡免佣,0.66,佛山市南海区悦人生贸易商行,订单结算
2026-03-26 08:59:36,'2026032608593212607004685681,入账,7.5,聚合账户,货款结算入账,小店自卖,'6951345131466134965,'6951345131466134965,'SS76203595593285145790117,2026-03-16 10:01:39,'3807965335366271022,儿童免烤水晶胶画手工diy画画涂鸦颜料女孩填色玩具串珠卡通饰品,,,普通订单,5.74,0,0,2.16,0,0,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-26 09:41:55,'2026032609415235625210985681,入账,6.8,聚合账户,货款结算入账,小店自卖,'6924897962495147880,'6924897962495147880,'SS76203208836012608360204,2026-03-15 21:11:29,'3703671597891191029,儿童口腔牙科小医生护士医疗玩具 仿真牙医套装过家家,,,普通订单,6.84,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,是-商品卡免佣,0.29,佛山市南海区悦人生贸易商行,订单结算
2026-03-27 06:26:04,'2026032706255812692690195681,入账,12.82,聚合账户,货款结算入账,小店自卖,'6924935584468139202,'6924935584468139202,'SS76206921399241443930222,2026-03-17 12:41:25,'3655823159371935274,女孩卡通糖果棒棒糖仙女棒灯光音乐电动魔法棒梦幻公主过家家玩具,,,普通订单,12.9,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,0,0,是-商品卡免佣,0.59,佛山市南海区悦人生贸易商行,订单结算
2026-03-27 08:24:08,'2026032708240533849349275681,入账,7.57,聚合账户,货款结算入账,小店自卖,'6951373462068401700,'6951373462068401700,'SS76206921408696366590193,2026-03-17 12:51:14,'3696061877965685066,儿童整蛊马桶投粑粑趣味马桶创意恶搞新奇特桌面游戏亲子互动玩具,,,普通订单,4.62,0,0,0,0,0,0,0,3,0,0,0,-0.05,0,0,0,0,0,0,是-商品卡免佣,0.37,佛山市南海区悦人生贸易商行,订单结算
2026-03-27 08:24:08,'2026032708240432978744705681,入账,3.88,聚合账户,货款结算入账,小店自卖,'6924924691194347174,'6924924691194347174,'SS76206921459654538650006,2026-03-17 10:41:26,'3808495712237388674,桌面游戏平衡太空人叠叠乐儿童益智玩具桌游亲子趣味轻松互动游戏,,,普通订单,3.9,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,0,0,是-商品卡免佣,0.15,佛山市南海区悦人生贸易商行,订单结算
2026-03-27 12:05:52,'2026032712054905501916425681,入账,3.88,聚合账户,货款结算入账,小店自卖,'6951366426598511774,'6951366426598511774,'SS76206921400959677790224,2026-03-17 07:01:23,'3808495712237388674,桌面游戏平衡太空人叠叠乐儿童益智玩具桌游亲子趣味轻松互动游戏,,,普通订单,3.9,0,0,0,0,0,0,0,0,0,0,0,-0.02,0,0,0,0,0,0,是-商品卡免佣,0.15,佛山市南海区悦人生贸易商行,订单结算
2026-03-27 12:05:59,'2026032712055539570972665681,入账,10.7,聚合账户,货款结算入账,精选联盟,'6951361646356731731,'6951361646356731731,'SS76206921485853496740171,2026-03-16 20:52:20,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,11.9,0,0,0,0,0,0,0,0,0,0,0,-0.6,-0.6,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-28 01:37:54,'2026032801374727054249315681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6951379556341782234,'6951379556341782234,'SS76211041303975204360233,2026-03-18 15:02:46,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'96496916275,澜澜种草,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-28 06:57:03,'2026032806565936712289785681,入账,12.5,聚合账户,货款结算入账,精选联盟,'6951387655506826762,'6951387655506826762,'SS76210622157573862830202,2026-03-17 21:03:10,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'96496916275,澜澜种草,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-28 08:06:05,'2026032808060332384950145681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6951411067717752722,'6951411067717752722,'SS76211018242965181800066,2026-03-18 20:42:57,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-28 10:27:58,'2026032810275231093069325681,入账,1.81,聚合账户,货款结算入账,精选联盟,'6924953760627522956,'6924953760627522956,'SS76210614104242140510106,2026-03-17 22:04:06,'3792314824554316089,安静书女孩新款手工diy儿童三丽鸥不用剪免裁剪库洛米美乐蒂玩具,'0,,普通订单,0.01,0,0,2,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,-0.1,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-28 11:11:38,'2026032811113416488535555681,入账,19.78,聚合账户,货款结算入账,小店自卖,'6925028093219601601,'6925028093219601601,'SS76210516176393996890232,2026-03-21 11:51:00,'3783268384439926958,新品儿童过家家仿真加油站玩具汽车场景刷卡自动加油机男孩玩具,,,普通订单,19.9,0,0,0,0,0,0,0,0,0,0,0,-0.12,0,0,0,0,0,0,是-商品卡免佣,0.88,佛山市南海区悦人生贸易商行,订单结算
2026-03-28 12:51:56,'2026032812515341838720435681,入账,12.5,聚合账户,货款结算入账,精选联盟,'6951377787263259804,'6951377787263259804,'SS76211233206539720190103,2026-03-18 20:59:12,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'96496916275,澜澜种草,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-29 07:55:17,'2026032907551500348823455681,入账,11.6,聚合账户,货款结算入账,精选联盟,'6951432130633798949,'6951432130633798949,'SS76214826172506773020237,2026-03-19 13:43:18,'3655823159371935274,女孩卡通糖果棒棒糖仙女棒灯光音乐电动魔法棒梦幻公主过家家玩具,'3969699629241232,橘子🍊百货甄选‍🔥,普通订单,11.43,0,0,1.47,0,0,0,0,0,0,0,0,-0.65,-0.65,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-29 08:26:25,'2026032908261932974320905681,入账,12.5,聚合账户,货款结算入账,精选联盟,'6924961448493350259,'6924961448493350259,'SS76214350404722037760141,2026-03-18 17:44:03,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-29 08:50:31,'2026032908502831464497065681,入账,9.4,聚合账户,货款结算入账,小店自卖,'6951084564666062606,'6951084564666062606,'SS76188042209673876740122,2026-03-06 15:47:14,'3636517545516908061,摇摆可动甲虫仿真独角仙创意整蛊昆虫模型甲壳虫儿童上链发条玩具,,,普通订单,9.9,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-30 05:06:30,'2026033005062603907630545681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6951473329610429506,'6951473329610429506,'SS76218222407491423150043,2026-03-21 20:37:47,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'96496916275,澜澜种草,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-30 08:31:27,'2026033008312428541629505681,入账,6.95,聚合账户,货款结算入账,小店自卖,'6925002563848535696,'6925002563848535696,'SS76218431998831501070016,2026-03-20 14:22:58,'3758772313210880396,女孩睡眠仿真重生娃娃女孩公主睡觉儿童玩具bjd洋娃娃过家家玩具,,,普通订单,6.99,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,是-商品卡免佣,0.29,佛山市南海区悦人生贸易商行,订单结算
2026-03-30 08:31:27,'2026033008312317352463725681,入账,11.11,聚合账户,货款结算入账,小店自卖,'6951519716073149754,'6951519716073149754,'SS76217249315211515070223,2026-03-23 12:46:14,'3696260792950325399,宝宝安抚仿真婴儿娃娃搪胶娃娃公仔玩偶亲子互动儿童萌趣玩具礼物,,,普通订单,11.18,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,0,0,0,0,0,是-商品卡免佣,0.51,佛山市南海区悦人生贸易商行,订单结算
2026-03-31 06:57:59,'2026033106575517124234765681,入账,10.07,聚合账户,货款结算入账,小店自卖,'6951442749310702592,'6951442749310702592,'SS76222370836751324660203,2026-03-20 22:11:36,'3696590711081271599,儿童聚会亲子双人对战手指篮球架桌面弹射指尖投篮机儿童弹球玩具,,,普通订单,10.13,0,0,0,0,0,0,0,0,0,0,0,-0.06,0,0,0,0,0,0,是-商品卡免佣,0.44,佛山市南海区悦人生贸易商行,订单结算
2026-03-31 06:57:59,'2026033106575603986066465681,入账,16.8,聚合账户,货款结算入账,小店自卖,'6925010430968233306,'6925010430968233306,'SS76221259592912573590126,2026-03-20 17:21:22,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,,,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,是-商品卡免佣,0.73,佛山市南海区悦人生贸易商行,订单结算
2026-03-31 08:26:19,'2026033108261501482593435681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6951429652353324656,'6951429652353324656,'SS76221269804451435860241,2026-03-20 20:17:40,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'96496916275,澜澜种草,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
