发现日期,来源平台,商品ID,图片,产品名称,上架日期,总销量,月销量,托管模式,在售站点,产品链接,类目
1777254254612,temu,606256928523627,https://img.kwcdn.com/product/fmket/7fa2de33e98899720e67211cb9d47d35.jpg,2个趣味炫彩磨砂冰块挤压玩具，外观类似冰块，这些独特且有趣的可拉伸玩具是柔软的感官玩具，非常适合课堂奖励，是完美的节日礼物,2026-03-29T17:31:58.118+00:00,8739,8739,全托,美国,https://www.temu.com/search_result.html?search_key=606256928523627&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,605662813779883,https://img.kwcdn.com/product/fancy/ec19654f-40c0-45f7-ad20-aaabb152a07b.jpg,一款全新3D卡通装饰品，一个可以无限挤压的解压模拟魔方玩具。是圣诞节、派对、生日、学校奖励的有趣礼物，也是送给孙辈的好礼物。,2026-02-02T19:28:23.041+00:00,15000,10556,全托,美国,https://www.temu.com/search_result.html?search_key=605662813779883&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,606486977725484,https://img.kwcdn.com/product/fancy/1356a2c0-5f69-4036-8987-5c128b5e7139.jpg,大量馒头玩具套装组合游戏玩具，派对生日热门减压回弹玩具，校园奖品。有趣的派对生日礼物（每套3个，1个馒头+2个蒸笼）,2026-04-13T08:53:33.472+00:00,999,999,全托,美国,https://www.temu.com/search_result.html?search_key=606486977725484&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,606446443938765,https://img.kwcdn.com/product/fancy/f402cf7f-602d-4a80-a065-f827c872591e.jpg,一款有趣的馒头挤压玩具，手工柔软设计，缓慢回弹且富有粘性。适合作为办公室、圣诞节、万圣节、复活节及生日礼物。挤压粘贴的趣味游戏。桌面装饰（附蒸笼）,2026-04-05T13:18:38.094+00:00,10000,10000,全托,美国,https://www.temu.com/search_result.html?search_key=606446443938765&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,606426848194322,https://img.kwcdn.com/product/fancy/231c1953-75eb-404b-a043-794f78eefb6b.jpg,饺子软绵绵，2026 年新款可变形面包挤压减压球搭配，有助于放松身心，非常适合作为万圣节、感恩节或圣诞节的礼物，也是派对赠品,2026-04-07T15:42:55.287+00:00,8959,8959,全托,美国,https://www.temu.com/search_result.html?search_key=606426848194322&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,605883199233349,https://img.kwcdn.com/product/fancy/3381eba7-26b8-45a4-ab33-4621a8f6a7bb.jpg,1 件 三维卡通装饰品模拟立方体 | 无限挤压玩具，混合色彩，非常适合复活节，万圣节，圣诞节、生日、派个礼物以及学校奖品使用。,2026-03-27T04:43:23.121+00:00,5727,5652,全托,美国,https://www.temu.com/search_result.html?search_key=605883199233349&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,605800856662730,https://img.kwcdn.com/product/fancy/d3a5280b-06f2-4aba-afa0-4d5b24d9563f.jpg,饺子软软的，搭配 2026 年新款可变形面包挤压减压球，非常适合作为万圣节、感恩节或圣诞节的礼物，也可作为赠品，柔软可捏玩的挤压玩具,2026-04-07T02:04:58.772+00:00,557,557,全托,美国,https://www.temu.com/search_result.html?search_key=605800856662730&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,605504906590671,https://img.kwcdn.com/product/open/965b29cd6e784f20bb92ac3a4725eb00-goods.jpeg,2件装巨型泡泡球，透明 TPR 水充泡泡球，耐用且易于充气，巨型充气水球 沙滩球 庭院游戏 软胶水球，充气道具，防漏设计，庭院、海滩及户外娱乐无需电费，适合家庭聚会和水上活动,2026-03-28T02:10:55.654+00:00,910,910,全托,美国,https://www.temu.com/search_result.html?search_key=605504906590671&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,606241493490681,https://img.kwcdn.com/product/fancy/743f531c-46b3-418d-b1a2-9371ee1a70c5.jpg,萌趣小螃蟹 谁能拒绝这只可爱萌萌的小螃蟹捏捏乐 圆滚滚的萌态+通透果冻质感，颜值与手感双在线，捏一捏，所有不开心都被揉碎啦 半透果冻质感，颜值超高夏日氛围感拉满，一眼就爱上,2026-03-27T05:48:20.991+00:00,4626,4583,全托,美国,https://www.temu.com/search_result.html?search_key=606241493490681&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,605505510590248,https://img.kwcdn.com/product/fancy/b030d25d-10cb-4fc6-a15a-c33a2a2cd39d.jpg,3个夏季儿童烟花水枪玩具 适合户外泳池，沙滩派对游戏道具，泳池打水仗 拍照道具 男孩女孩生日惊喜礼物,2026-02-03T06:12:34.680+00:00,7882,6610,全托,美国,https://www.temu.com/search_result.html?search_key=605505510590248&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,606301488826734,https://img.kwcdn.com/product/fancy/d1867050-e8ff-4363-8b99-46d66187b71f.jpg,20件装可爱柔软凝胶玩具，混色可选，挤压玩具，迷你可爱捏捏乐，派对礼物、课堂奖励、万圣节与圣诞节的完美选择，绝佳赠礼创意，可爱设计，趣味美学，耐用可挤压结构，适合教师与家长奖励儿童,2026-03-31T04:14:46.000+00:00,2456,2456,全托,美国,https://www.temu.com/search_result.html?search_key=606301488826734&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1777254254612,temu,605596510171895,https://img.kwcdn.com/product/fancy/a53695c2-4950-47f7-8854-06a574ac210f.jpg,饥饿鸭喂食游戏套装（含12个海绵球与气枪）——室内外射击玩具，增进亲子互动、派对游戏、手眼协调与运动技能培养，适合户外玩耍（赠礼佳品）,2026-03-25T10:12:44.745+00:00,4859,4541,全托,美国,https://www.temu.com/search_result.html?search_key=605596510171895&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
