发现日期,来源平台,商品ID,图片,产品名称,上架日期,总销量,月销量,托管模式,在售站点,产品链接,类目
1776650595839,temu,601105385712794,https://img.kwcdn.com/product/open/2800d2583370440bb0b0d2e327773386-goods.jpeg,"1:12 Scale Miniature Dollhouse Nightstand - & Pastel Doll Bedside Cabinet with Bedside Table for Dolls House Furniture, Doll, Mini Room Decor for Collectors & ' Role-Play Scenes",2026-04-05T17:29:53.106+00:00,2516,2513,半托,美国,https://www.temu.com/search_result.html?search_key=601105385712794&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,606446443938765,https://img.kwcdn.com/product/fancy/8c2d489c-58f2-46b4-87aa-ec4a794731f5.jpg,一款有趣的馒头挤压玩具，手工柔软设计，缓慢回弹且富有粘性。适合作为办公室、圣诞节、万圣节、复活节及生日礼物。挤压粘贴的趣味游戏。桌面装饰（附蒸笼）,2026-04-05T13:18:38.094+00:00,997,997,全托,美国,https://www.temu.com/search_result.html?search_key=606446443938765&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,606414902786571,https://img.kwcdn.com/product/fancy/54437342-2170-4589-9bd6-aa9d01575cf0.jpg,1个装 按摩玩具 squishy 压力立方体，儿童压力球 squishies 缓解压力，冰 squishy 立方体 糖球，适合自闭症儿童的感官玩具，课堂奖励玩具 按摩玩具，情人节斋月圣诞节万圣节礼物,2026-03-06T20:37:22.264+00:00,9911,7811,全托,美国,https://www.temu.com/search_result.html?search_key=606414902786571&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,601105517809303,https://img.kwcdn.com/product/fancy/84782b25-cca4-48ff-9489-c3af4c399238.jpg,1个或3个夏季儿童烟花水枪玩具 适合户外泳池，沙滩派对游戏道具，泳池打水仗 拍照道具 男孩女孩生日惊喜礼物,2026-02-14T14:13:15.239+00:00,15000,10377,全托,美国,https://www.temu.com/search_result.html?search_key=601105517809303&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,605574431395475,https://img.kwcdn.com/product/open/2e13fb3b48db49bdbb12655555c363c5-goods.jpeg,1个解压捏捏方块玩具，儿童减压捏捏球放松神器，冰感软糖方块，适用于自闭症儿童的感官玩具，课堂奖品玩具，情人节圣诞节万圣节礼物，复活节礼篮填充物，办公室休闲，桌面配饰,2026-03-02T14:24:48.684+00:00,19000,14369,全托,美国,https://www.temu.com/search_result.html?search_key=605574431395475&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,606486977725484,https://img.kwcdn.com/product/fancy/1356a2c0-5f69-4036-8987-5c128b5e7139.jpg,大量馒头玩具套装组合游戏玩具，派对生日热门减压回弹玩具，校园奖品。有趣的派对生日礼物（每套3个，1个馒头+2个蒸笼）,2026-04-13T08:53:33.472+00:00,999,999,全托,美国,https://www.temu.com/search_result.html?search_key=606486977725484&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,606133246867735,https://img.kwcdn.com/product/fancy/bfd48ae3-4492-49cc-9b05-98cdb592b57f.jpg,"Wood Card Box Organizer Suitable for Playing Cards Storage Case with Deck Holder - Wood Deck for Poker,, Travel & Gifts - Wood Case for Card Collectors",2026-02-12T06:24:15.399+00:00,8460,8454,半托,美国,https://www.temu.com/search_result.html?search_key=606133246867735&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,605800856662730,https://img.kwcdn.com/product/fancy/d3a5280b-06f2-4aba-afa0-4d5b24d9563f.jpg,饺子软软的，搭配 2026 年新款可变形面包挤压减压球，非常适合作为万圣节、感恩节或圣诞节的礼物，也可作为赠品，柔软可捏玩的挤压玩具,2026-04-07T02:04:58.772+00:00,557,557,全托,美国,https://www.temu.com/search_result.html?search_key=605800856662730&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,605504906590671,https://img.kwcdn.com/product/open/634179822abc402c95b67ed360359b33-goods.jpeg,2件装巨型泡泡球，透明 TPR 水充泡泡球，耐用且易于充气，巨型充气水球 沙滩球 庭院游戏 软胶水球，充气道具，防漏设计，庭院、海滩及户外娱乐无需电费，适合家庭聚会和水上活动,2026-03-28T02:10:55.654+00:00,910,910,全托,美国,https://www.temu.com/search_result.html?search_key=605504906590671&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776650595839,temu,605966481379580,https://img.kwcdn.com/product/open/7801ea34f93244c89fdb921ff3e5667d-goods.jpeg,2pcsTaba Squishy-四色猫咪挤压玩具， 慢回弹质感玩具/办公室桌面摆件/复活节篮子填充物/课堂奖励/儿童玩具，圣诞节/儿童节/万圣节/生日派对挤压解压玩具礼物,2026-03-26T07:56:03.861+00:00,3429,3429,全托,美国,https://www.temu.com/search_result.html?search_key=605966481379580&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
