发现日期,来源平台,商品ID,图片,产品名称,上架日期,总销量,月销量,托管模式,在售站点,产品链接,类目
1776162844258,temu,602625776925078,https://img.kwcdn.com/local-goods-image/21a488c39c/4970994b-ee62-4ec4-8f4b-60c52aef7304_4000x4000.jpeg.format.jpg,Authentic R36S Game Console 64gb or 128gb Retro Handheld 3.5 Inch IPS Screen Portable Gaming Device,2026-02-09T01:24:02.295+00:00,2200,2013,半托,美国,https://www.temu.com/search_result.html?search_key=602625776925078&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,601105724350286,https://img.kwcdn.com/product/fancy/970127e3-7283-4a96-8efd-1dac6125af5f.jpg,1:18高速越野遥控卡车，2.4GHz快速响应，抗震耐摔机身，适合攀爬多种地形赛车，生日、圣诞节、万圣节礼物.25英里/小时遥控车 遥控漂移车 转向装载机 遥控卡车 怪兽卡车,2026-01-15T02:17:20.067+00:00,8663,8607,半托,美国,https://www.temu.com/search_result.html?search_key=601105724350286&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,601100677277001,https://img.kwcdn.com/product/open/64468c8ff8f0457682d16ac6cbbd598c-goods.jpeg,可爱泰迪熊吊坠项链，四色可选,2026-02-07T15:21:39.384+00:00,5747,5254,半托,美国,https://www.temu.com/search_result.html?search_key=601100677277001&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,601105385712794,https://img.kwcdn.com/product/open/2800d2583370440bb0b0d2e327773386-goods.jpeg,"1:12 Scale Miniature Dollhouse Nightstand - & Pastel Doll Bedside Cabinet with Bedside Table for Dolls House Furniture, Doll, Mini Room Decor for Collectors & ' Role-Play Scenes",2026-04-05T17:29:53.106+00:00,2516,2513,半托,美国,https://www.temu.com/search_result.html?search_key=601105385712794&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,606446443938765,https://img.kwcdn.com/product/fancy/8c2d489c-58f2-46b4-87aa-ec4a794731f5.jpg,一款有趣的馒头挤压玩具，手工柔软设计，缓慢回弹且富有粘性。适合作为办公室、圣诞节、万圣节、复活节及生日礼物。挤压粘贴的趣味游戏。桌面装饰（附蒸笼）,2026-04-05T13:18:38.094+00:00,997,997,全托,美国,https://www.temu.com/search_result.html?search_key=606446443938765&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,605662813779883,https://img.kwcdn.com/product/fancy/ffa9cf09-b37e-4d71-a4ec-5fb4943f7ebc.jpg,一款全新3D卡通装饰品，一个可以无限挤压的解压模拟魔方玩具。是圣诞节、派对、生日、学校奖励的有趣礼物，也是送给孙辈的好礼物。,2026-02-02T19:28:23.041+00:00,10000,8076,全托,美国,https://www.temu.com/search_result.html?search_key=605662813779883&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,606133246867735,https://img.kwcdn.com/product/fancy/bfd48ae3-4492-49cc-9b05-98cdb592b57f.jpg,"Wood Card Box Organizer Suitable for Playing Cards Storage Case with Deck Holder - Wood Deck for Poker,, Travel & Gifts - Wood Case for Card Collectors",2026-02-12T06:24:15.399+00:00,8460,8454,半托,美国,https://www.temu.com/search_result.html?search_key=606133246867735&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,605800856662730,https://img.kwcdn.com/product/fancy/d3a5280b-06f2-4aba-afa0-4d5b24d9563f.jpg,饺子软软的，搭配 2026 年新款可变形面包挤压减压球，非常适合作为万圣节、感恩节或圣诞节的礼物，也可作为赠品，柔软可捏玩的挤压玩具,2026-04-07T02:04:58.772+00:00,557,557,全托,美国,https://www.temu.com/search_result.html?search_key=605800856662730&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,605883199233349,https://img.kwcdn.com/product/fancy/da4fd011-cc66-42aa-8680-d8aa6e4aaf4c.jpg,1 件 三维卡通装饰品模拟立方体 | 无限挤压玩具，混合色彩，非常适合复活节，万圣节，圣诞节、生日、派对礼物以及学校奖品使用。,2026-03-27T04:43:23.121+00:00,2681,2681,全托,美国,https://www.temu.com/search_result.html?search_key=605883199233349&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,605504906590671,https://img.kwcdn.com/product/open/634179822abc402c95b67ed360359b33-goods.jpeg,2件装巨型泡泡球，透明 TPR 水充泡泡球，耐用且易于充气，巨型充气水球 沙滩球 庭院游戏 软胶水球，充气道具，防漏设计，庭院、海滩及户外娱乐无需电费，适合家庭聚会和水上活动,2026-03-28T02:10:55.654+00:00,910,910,全托,美国,https://www.temu.com/search_result.html?search_key=605504906590671&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,605574431395475,https://img.kwcdn.com/product/open/2e13fb3b48db49bdbb12655555c363c5-goods.jpeg,1个解压捏捏方块玩具，儿童减压捏捏球放松神器，冰感软糖方块，适用于自闭症儿童的感官玩具，课堂奖品玩具，情人节圣诞节万圣节礼物，复活节礼篮填充物，办公室休闲，桌面配饰,2026-03-02T14:24:48.684+00:00,16000,13388,全托,美国,https://www.temu.com/search_result.html?search_key=605574431395475&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,605936617883606,https://img.kwcdn.com/product/fancy/f22c3d21-53f8-4f7f-bef2-19251d3eeaa5.jpg,"Spanish 50-Card Party Game Do You Know Me? - Fun Family Board Game for Couples, Friends & Game Night - Travel Game",2026-02-06T04:46:39.812+00:00,8900,4394,全托,美国,https://www.temu.com/search_result.html?search_key=605936617883606&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
1776162844258,temu,605979097819203,https://img.kwcdn.com/product/open/207d66210fb540298ebcc35481d93241-goods.jpeg,1个可扭捏柔软面包造型捏捏乐玩具，适合男孩。柔软饺子造型解压球玩具，适用于自闭症及多动症儿童的感官玩具，办公室休闲用品，复活节、情人节、生日及斋月的最佳礼物,2026-04-07T14:29:32.370+00:00,909,909,全托,美国,https://www.temu.com/search_result.html?search_key=605979097819203&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具与游戏
