平台,商品名称,抓取数据日期,今日销量,近7天销量,近30天销量,平台库存,在途库存,sku,店铺
TEMU,"Mouse trap game, interactive mouse catcher game, party funny prank game,Don't be caught by its cheese trap mousetrap toy",1777435181083,0,0.0,1.0,3,0,007-266,101-Temu全托管
TEMU,"Tumbler balancing pig, novelty tightrope walking spinning top cup, cute, balancing pig toy top, suitable as a gift for a child",1777435181083,0,1.0,1.0,0,0,PHZ-pk,101-Temu全托管
TEMU,儿童厨房玩具假装模拟电动洗碗机儿童厨房洗脸盆水槽角色扮演玩具4个季节可用男孩女孩礼物,1777435181083,1,11.0,32.0,5,11,829A,101-Temu全托管
TEMU,儿童厨房玩具假装模拟电动洗碗机儿童厨房洗脸盆水槽角色扮演玩具4个季节可用男孩女孩礼物,1777435181083,0,10.0,57.0,20,0,829C,101-Temu全托管
TEMU,"Cube Orbiter Car, 3D Building Block Track Train, Anti-Gravity Track Car Set, Educational Toy, Parent-Child Interactive Toy",1777435181083,0,0.0,0.0,0,5,RDF-1285A,101-Temu全托管
TEMU,平衡树玩具亲子教育互动桌面派对婚礼游戏儿童桌游礼物 ，适合11个季度的有趣游戏,1777435181083,0,0.0,0.0,5,0,zcphs-opp,101-Temu全托管
TEMU,"Baby Rattles Bubble Fidget Sensory Toys Silicone Pull String Activity Toy for Toddlers, Learning & Educational Toys for Kids",1777435181083,0,0.0,0.0,5,0,HLX205A,101-Temu全托管
TEMU,"Game buzzers with lights and sound effects, party competition and quiz props, multiplayer entertainment toys, atmosphere props",1777435181083,5,28.0,86.0,41,19,ZC808H,101-Temu全托管
TEMU,"Wind-up spinning corn toy, cartoon dancing corn toy, dynamic mini educational toy, suitable for indoor and outdoor play",1777435181083,1,8.0,112.0,4,114,ym001-opp,101-Temu全托管
TEMU,"Handheld portable insect catcher, outdoor adventure insect observation box, insect viewer, suitable for indoor and outdoor use",1777435181083,0,0.0,0.0,5,0,BCQ-gr,101-Temu全托管
TEMU,balance tree toys leisure parent-child interaction game,1777435181083,0,0.0,0.0,1,0,zcphs-opp,101-Temu全托管
TEMU,"Fidget spinner toy, cube game, handheld stress-relief spinner for children, handheld cube stress-relief toy, everyday entertainment and stress relief, educational toy",1777435181083,0,0.0,3.0,9,0,ZCSBTLMF-hei,101-Temu全托管
TEMU,"Fidget spinner toy, cube game, handheld stress-relief spinner for children, handheld cube stress-relief toy, everyday entertainment and stress relief, educational toy",1777435181083,0,0.0,0.0,6,0,ZCSBTLMF-lv,101-Temu全托管
TEMU,"Intelligent board rainbow ball game, parent-child showdown, educational rainbow beads set for children",1777435181083,0,0.0,0.0,5,0,HZ-040,101-Temu全托管
TEMU,"Educational hide-and-seek toy, multifunctional sensory toy, children’s pop-up animal sorting by color, parent-child interactive toy",1777435181083,0,0.0,0.0,6,0,DMM-jt,101-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1777435181083,0,0.0,0.0,1,0,SLJC-jin,101-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1777435181083,0,0.0,0.0,1,0,SLJC-hon,101-Temu全托管
TEMU,Matching Number Shape Clock Cognition Learning Toys for Kids Logice Thinking Matching Game Toy Hand Eye Coordination Educational Toys,1777435181083,0,0.0,0.0,6,0,018,101-Temu全托管
TEMU,"Prank Noise Maker Sound Effects Machine, 16 Different Styles Of Prank Sound Effects, Fun Gift, Easter Family Party",1777435185256,18,68.0,168.0,18,75,zgyxj-2001-4,101-Temu全托管
TEMU,"Children's Balance Tower and Saber Stick Game, Educational Parent-Child Interactive Game for Children, Multiple Ways to Play, Suitable as a Gift for Twelve Holidays",1777435185256,0,0.0,0.0,5,0,2026B1,101-Temu全托管
TEMU,"Mini Walkie Talkie Toys for 2 Pack, Kids Portable Radio Receiver Walkie Talkies for Indoor Outdoor Camping Hiking Playing Toy",1777435185257,2,13.0,40.0,14,13,77-38A,101-Temu全托管
TEMU,"Mini Walkie Talkie Toys for 2 Pack, Kids Portable Radio Receiver Walkie Talkies for Indoor Outdoor Camping Hiking Playing Toy",1777435185257,0,11.0,26.0,10,20,77-39A,101-Temu全托管
TEMU,"Color classification ball game, educational classification adventure learning, parent-child interactive game, suitable as a gift for eleven festivals",1777435185257,0,0.0,2.0,8,0,33028,101-Temu全托管
TEMU,掌上赛车游戏机玩具模拟仿真赛车闯关儿童成人益智桌面互动玩具，15个节日的礼物,1777435185257,0,0.0,1.0,4,0,2005-or,101-Temu全托管
TEMU,掌上赛车游戏机玩具模拟仿真赛车闯关儿童成人益智桌面互动玩具，15个节日的礼物,1777435185257,1,2.0,2.0,1,12,2005-bl,101-Temu全托管
TEMU,"children's unlocking and matching game, featuring key pattern matching and number counting unlocking learning materials, suitable as a gift for 11 holidays",1777435185257,1,18.0,133.0,151,0,KM-3,101-Temu全托管
TEMU,"children's unlocking and matching game, featuring key pattern matching and number counting unlocking learning materials, suitable as a gift for 11 holidays",1777435185257,4,62.0,172.0,75,8,KM-3-opp,101-Temu全托管
TEMU,"Simulated shopping checkout toy, supermarket cashier toy, supermarket role-playing, parent-child interactive toy",1777435185257,2,32.0,262.0,56,11,L332-1M,101-Temu全托管
TEMU,"Simulated shopping checkout toy, supermarket cashier toy, supermarket role-playing, parent-child interactive toy",1777435185257,0,14.0,295.0,84,14,F332-1M,101-Temu全托管
TEMU,"Hand-held jumping ball, five-in-a-row game, parent-child interactive competitive throwing jump platform game",1777435185257,0,4.0,22.0,0,0,ZC-12818,101-Temu全托管
TEMU,"Busy ball children's toy, educational stacking blocks, develop fine motor skills, learning gift, parent-child interactive toy",1777435185257,1,2.0,17.0,0,0,HLX237A,101-Temu全托管
TEMU,3D动物华容路，3D迷宫挑战-可爱的宠物形状拼图，锻炼空间思维和逻辑能力，适合14个节日的礼品,1777435185257,0,0.0,4.0,0,0,E8618-Z,101-Temu全托管
TEMU,3D动物华容路，3D迷宫挑战-可爱的宠物形状拼图，锻炼空间思维和逻辑能力，适合14个节日的礼品,1777435185257,0,0.0,4.0,0,0,E8618-M,101-Temu全托管
TEMU,3D动物华容路，3D迷宫挑战-可爱的宠物形状拼图，锻炼空间思维和逻辑能力，适合14个节日的礼品,1777435185257,0,0.0,0.0,5,0,E8618-X,101-Temu全托管
TEMU,"IQ board game, classic pyramid board pearl toy for children’s logical thinking, helps develop kids' brain growth",1777435185257,0,8.0,49.0,0,0,007,101-Temu全托管
TEMU,"Creative Dinosaur Suction Cup Spinning Toy, Rotating Bath Toy, Cartoon Bath Table Finger Education Toy",1777435189567,0,0.0,0.0,5,0,SS9900,101-Temu全托管
TEMU,"Matching flower pots, educational matching flower pots, training logic and imagination, potted plant assembly toy",1777435189567,0,0.0,3.0,5,0,YX008,101-Temu全托管
TEMU,"Cute lion basketball stand, indoor mini basketball stand, adjustable height, indoor exercise basketball stand, indoor sports toy suitable for multiple people.",1777435189567,0,0.0,1.0,3,0,709-sz-h,101-Temu全托管
TEMU,"Mini swimming doll, children's bath toy, wind-up knob toy, baby bathtime toy, kids' gift",1777435189567,3,37.0,119.0,11,39,999-bl,101-Temu全托管
TEMU,"Mini swimming doll, children's bath toy, wind-up knob toy, baby bathtime toy, kids' gift",1777435189567,2,25.0,88.0,27,23,999-gr,101-Temu全托管
TEMU,"Mini swimming doll, children's bath toy, wind-up knob toy, baby bathtime toy, kids' gift",1777435189567,0,4.0,109.0,0,80,999-pk,101-Temu全托管
TEMU,"Art making kit for girls, DIY multi-color imitation diamond bracelet kit for kids",1777435189567,0,10.0,63.0,35,10,KSY931,101-Temu全托管
TEMU,"Tabletop ping pong game, a tool for children to practice lung capacity, parent-child interactive toy, desktop cup ball game, party and gathering game",1777435189567,0,0.0,0.0,5,0,ST1959A,101-Temu全托管
TEMU,"Shark fishing set, collapsible board game, fishing competition, party interactive game board game set gift",1777435189567,0,0.0,0.0,5,0,1111-28,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777435189567,0,5.0,66.0,172,0,smww-ml,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777435189567,11,140.0,758.0,276,0,smww-tz,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777435189567,1,41.0,267.0,128,0,smww-mf,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777435189567,10,74.0,536.0,259,0,smww-xx,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777435189567,3,44.0,262.0,119,0,smww-lh,101-Temu全托管
TEMU,Kawaii 11cm Simulation Rebirth Dolls Toy Mini Cute Sleeping Baby Series Doll Cartoon Animal Toy For Kids Birthday Gift,1777435189567,0,9.0,88.0,170,0,smww-sjl,101-Temu全托管
TEMU,"Children's memory game console, a toy with multiple levels to train memory, fun game console for kids and adults, brain-training puzzle toy",1777435189567,0,0.0,0.0,4,0,wy-jyyxj-802-opp,101-Temu全托管
TEMU,Children Mini Guitar Toy Ukulele Musical Instrument 4 Strings Educational Toys for Kids Music Learning Game Gift for Boys Girls,1777435189567,0,0.0,1.0,0,0,FZJT-RE,101-Temu全托管
TEMU,儿童爬行迷你螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777435189567,6,103.0,279.0,25,21,HLPX-C-1,101-Temu全托管
TEMU,儿童爬行迷你螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777435189567,10,70.0,409.0,159,0,HLPX-Q-1,101-Temu全托管
TEMU,儿童爬行迷你螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777435189567,3,63.0,381.0,253,0,HLPX-L-1,101-Temu全托管
TEMU,儿童爬行迷你螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹，适合11个节日的礼物,1777435189567,14,155.0,1135.0,500,0,HLPX-H-1,101-Temu全托管
TEMU,"Portable Challenge Drop Stick Game, Eye-Hand Coordination Training Game, Parent-Child Interactive Party Toy Christmas Gift",1777435189567,33,369.0,1733.0,254,406,595-62-lv,101-Temu全托管
TEMU,"Portable Challenge Drop Stick Game, Eye-Hand Coordination Training Game, Parent-Child Interactive Party Toy Christmas Gift",1777435189567,13,276.0,1386.0,275,238,595-62-ye,101-Temu全托管
TEMU,Two Player Strategy Table Game Children Interesting Black Ship Sea Ship Interactive Board Game Boys Toys Gift,1777435189567,12,192.0,800.0,312,190,HG-JX-007-106,101-Temu全托管
TEMU,"Desktop pizza hockey toy board game, suitable for indoor and outdoor educational parent-child interactive games, family gathering and party games",1777435189567,0,0.0,1.0,0,0,007-138,101-Temu全托管
TEMU,科幻未来朋克风格一体式太阳镜装饰时尚潮流酷女孩网红cosplay派对礼服眼镜,1777435189567,0,0.0,0.0,5,0,pkyj-1,101-Temu全托管
TEMU,科幻未来朋克风格一体式太阳镜装饰时尚潮流酷女孩网红cosplay派对礼服眼镜,1777435189567,0,0.0,0.0,5,0,pkyj-2,101-Temu全托管
TEMU,Ice Cream Folding Joy Playing Home Toy Hand Eye Coordination Parent Child Interactive Desktop Game Puzzle Toy,1777435193826,0,33.0,104.0,306,0,zcbql-ch,102-Temu全托管
TEMU,7Pcs Kids Educational Cube Shape Matching Stacking Learning Toys Colorful Blocks Sorting Game Baby Toys Gift,1777435193826,0,23.0,104.0,5,0,SGSSL-1,102-Temu全托管
TEMU,Children's mini microscope LED light 80X magnification handheld portable scientific and biological experiment outdoor toy,1777435193826,0,0.0,0.0,1,0,W5800,102-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1777435193826,2,21.0,60.0,149,0,SLJC-lv,102-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1777435193826,4,23.0,117.0,56,0,SLJC-hon,102-Temu全托管
TEMU,Kids Toys Clockwork Beetle Toy Artificial Beetle Trickster Toy,1777435193826,1,17.0,53.0,37,0,SLJC-jin,102-Temu全托管
TEMU,"Shark fishing set, collapsible board game, fishing competition, party interactive game board game set gift",1777435193826,0,1.0,1.0,5,0,1111-28,102-Temu全托管
TEMU,快速反应挑战套装 多人互动反应力训练玩具 室内活动玩具 圣诞礼物万圣节礼物春节派对互动有趣玩具,1777435193826,10,138.0,237.0,318,3,595-62-ye,102-Temu全托管
TEMU,快速反应挑战套装 多人互动反应力训练玩具 室内活动玩具 圣诞礼物万圣节礼物春节派对互动有趣玩具,1777435193826,6,53.0,61.0,73,100,595-62-lv,102-Temu全托管
TEMU,吹球过杯跳球游戏，趣味的互动桌面游戏，派对及家庭游戏之夜，适合社交聚会、万圣节、圣诞和新年派对游戏,1777435193826,1,9.0,13.0,10,0,ST1959A,102-Temu全托管
TEMU,23pcs/25pcs加减法手指头数字计算，培养儿童学习认知类，儿童教具益智玩具,1777435193826,0,1.0,1.0,3,0,020,102-Temu全托管
TEMU,儿童计时配对拼图玩具，亲子互动早教益智桌游专注力游戏玩具，适合11个节日送儿童礼物,1777435193826,0,3.0,16.0,13,0,A666bl,102-Temu全托管
TEMU,30pcs多色3D俄罗斯拼图积木，组装建筑立方体，早期学习脑力训练玩具，空间逻辑训练减压桌面玩具，适合儿童和成人,1777435193826,0,0.0,0.0,10,0,021-yxy,102-Temu全托管
TEMU,锻炼儿童反应力掌上游戏机赛车电子玩具便携式男孩女孩 16个的节日礼物,1777435193826,0,0.0,0.0,15,0,2005-bl,102-Temu全托管
TEMU,锻炼儿童反应力掌上游戏机赛车电子玩具便携式男孩女孩 16个的节日礼物,1777435193826,0,6.0,28.0,0,0,2005-or,102-Temu全托管
TEMU,儿童手推旋转玩具，可爱玩具小鸡乌龟可调节铃铛可拆卸步行训练器,1777435193826,0,0.0,8.0,0,0,312,102-Temu全托管
TEMU,儿童手推旋转玩具，可爱玩具小鸡乌龟可调节铃铛可拆卸步行训练器,1777435193826,0,5.0,31.0,0,0,313,102-Temu全托管
TEMU,"Educational Digital Lock For Kids, With Key Number Matching And Counting Number Lock Children'S Toy, Suitable As A Gift For 12 Holidays",1777435193826,0,12.0,51.0,39,0,KM-4-OPP,102-Temu全托管
TEMU,"Educational Digital Lock For Kids, With Key Number Matching And Counting Number Lock Children'S Toy, Suitable As A Gift For 12 Holidays",1777435193826,0,6.0,44.0,42,0,KM-4,102-Temu全托管
TEMU,学习刷牙儿童礼品玩具，模仿牙科小医生学习刷牙教具过家家玩具，12个节假日的送礼礼品,1777435193826,0,0.0,0.0,5,0,SYWJ-pk,102-Temu全托管
TEMU,学习刷牙儿童礼品玩具，模仿牙科小医生学习刷牙教具过家家玩具，12个节假日的送礼礼品,1777435193826,0,0.0,0.0,5,0,SYWJ-pp,102-Temu全托管
TEMU,学习刷牙儿童礼品玩具，模仿牙科小医生学习刷牙教具过家家玩具，12个节假日的送礼礼品,1777435193826,0,0.0,0.0,5,0,SYWJ-bl,102-Temu全托管
TEMU,Home Decoration Interesting Prank Gift Middle Finger In Box Box Funny Creative Gifts Office Desk Decoration Gifts For Guests,1777435193826,0,0.0,0.0,5,0,ZZLH,102-Temu全托管
TEMU,搞笑声音效果机派对玩具 有趣的活动聚会音效机氛围声音搞笑声音，4个季节都适用生日礼物,1777435193826,1,7.0,26.0,11,0,zgyxj,102-Temu全托管
TEMU,"Soft track racing set, speed competition car model, assembly racing track kit, suitable as a gift for festivals.",1777435193827,0,1.0,1.0,7,0,YX006-rd,102-Temu全托管
TEMU,"Soft track racing set, speed competition car model, assembly racing track kit, suitable as a gift for festivals.",1777435193827,0,0.0,1.0,6,0,YX006-bl,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹儿童，适合4个季节的礼物,1777435193827,0,18.0,31.0,22,0,HLPX-H-1,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹儿童，适合4个季节的礼物,1777435193827,0,3.0,11.0,16,0,HLPX-L-1,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹儿童，适合4个季节的礼物,1777435193827,0,10.0,24.0,29,0,HLPX-Q-1,102-Temu全托管
TEMU,儿童爬行螃蟹玩具汽车模拟动物惯性爬行互动行走小螃蟹儿童，适合4个季节的礼物,1777435193827,0,4.0,8.0,10,0,HLPX-C-1,102-Temu全托管
TEMU,Girls Hair Gems Kit Kids Princess Makeup Toys Set Rhinestone Hair Machine DIY Crystal Stickers Hair Decoration for Girl Toy Gift,1777435193827,0,0.0,1.0,0,0,DZJ-12,102-Temu全托管
TEMU,Two player table game children interesting black warship sea ship board game boys toys,1777435193827,0,11.0,40.0,6,13,HG-JX-007-106,102-Temu全托管
TEMU,"Children Role Play Game Backpack Box Toy,Simulation Tool Kit Set for Kids,STEM Learning Educational Pretend Play Kit for Ages 3-8 Gift",1777435198001,0,0.0,1.0,0,0,9988-158,102-Temu全托管
TEMU,"Children Role Play Game Backpack Box Toy,Simulation Tool Kit Set for Kids,STEM Learning Educational Pretend Play Kit for Ages 3-8 Gift",1777435198001,0,1.0,1.0,1,0,9988-156,102-Temu全托管
TEMU,IQ益智棋盘游戏经典金字塔板珍珠儿童逻辑思维珠玩具适合-适合11个季节的礼品,1777435198002,2,94.0,414.0,160,0,007,102-Temu全托管
TEMU,"Children's science and education enlightenment toys, puzzle, parent-child interaction, divine machine clever calculation, level breaking desktop game",1777435198002,5,84.0,482.0,165,47,HG-JX-007-152,102-Temu全托管
TEMU,儿童记忆游戏机，锻炼儿童记忆力以及反应力玩具，有趣的游戏玩具，也适用于赠送给孩子当节日礼物或生日礼物,1777435198002,1,92.0,377.0,2,216,wy-jyyxj-802-opp,102-Temu全托管
TEMU,"Swimming Dolls Play In The Bathroom, Interactive Online Swimming Dolls In Summer, Wind Up Toys, Not Charged",1777435198002,3,135.0,968.0,8,564,youshui-mn-opp-PM,102-Temu全托管
TEMU,高尔夫球训练套装，适合儿童培养高尔夫运动的爱好兴趣，是一个很好的训练高尔夫的选择,1777435198002,0,6.0,23.0,14,0,FI-etgefq-2,102-Temu全托管
TEMU,高尔夫球训练套装，适合儿童培养高尔夫运动的爱好兴趣，是一个很好的训练高尔夫的选择,1777435198002,0,7.0,35.0,6,0,FI-etgefq,102-Temu全托管
TEMU,Kids Kitchen Toys Pretend Simulation Electric Dishwasher Children'S Kitchen Wash Basin Sink Role Playing Toy Boys Girls Gifts,1777435198002,0,10.0,40.0,10,0,829C,102-Temu全托管
TEMU,Kids Kitchen Toys Pretend Simulation Electric Dishwasher Children'S Kitchen Wash Basin Sink Role Playing Toy Boys Girls Gifts,1777435198002,1,7.0,29.0,23,0,829A,102-Temu全托管
